Timestamp,1. Please select your Gender.,2. What is your age?,3. Please select your education level?,4. What is your marital status?,5. Where do you live in?,6. How long do you sleep?,7. What is your profession?,8. What are the gadgets you are using (multiple response)?,9. What type of talking device do you have?,"10. Before COVID-19, how long were you using Phone per day?","11. During COVID-19 (2020-2022), how long were you using Phone per day?","12. Since 2023, how long have you been using Phone per day?",13. What type of internet connection do you use?,"14a. Before COVID-19, how long did you use the internet per day?","14b. During COVID-19 (2020-2022), how long did you use the internet per day?","14c. Starting from 2023, how long did you use the internet per day?","15a. Before COVID-19, how long did you use Computer (laptop/desktop) per day?","15b. During COVID-19 (2020-2022), how long did you use Computer (laptop/desktop) per day?","15c. Starting from 2023, how long did you use Computer (laptop/desktop) per day?",16. Are you using internet in your computer?,"17. Before COVID-19, how many hours of internet per day you used in computer?","18. During COVID-19 (2020-2022), how many hours of internet per day you used in computer?","19. Starting from 2023, how many hours of internet per day you used in computer?",20. Do you feel like any physical & mental changes due to use of internet? Check all that apply.,21. Do you think that during COVID-19 period online use has increased?,22. Which purpose you are using online?,23. Which type of family do you come from?,24. Are you currently living with family?,25. Do you like to do physical exercise?,26. Are you a smoker?,"27.  ""I like most parts of my personality.""","28. ""When I look at the story of my life, I am pleased with how things have turned out so far.""","29. ""Some people wander aimlessly through life, but I am not one of them.""","30. ""The demands of everyday life often get me down.""","31. ""In many ways I feel disappointed about my achievements in life.""","32. ""Maintaining close relationships has been difficult and frustrating for me.""","33. ""I live life one day at a time and don't really think about the future.""","34. ""In general, I feel I am in charge of the situation in which I live.""","35. ""I am good at managing the responsibilities of daily life.""","36. ""I sometimes feel as if I've done all there is to do in life.""","37. ""For me, life has been a continuous process of learning, changing, and growth.""","38. ""I think it is important to have new experiences that challenge how I think about myself and the world.""","39. ""People would describe me as a giving person, willing to share my time with others.""","40. ""I gave up trying to make big improvements or changes in my life a long time ago""","41. ""I tend to be influenced by people with strong opinions""","42. . ""I have not experienced many warm and trusting relationships with others.""","43. ""I have confidence in my own opinions, even if they are different from the way most other people think.""","44. ""I judge myself by what I think is important, not by the values of what others think is important.""",Comments / Suggestions
4/14/2022 0:05:17,Male,15-30,Undergraduate University (B.Sc.),Unmarried,Urban area,Above 6 hours,Student,"Smartphone, Laptop",Smart phone,4-8 Hours,8- 11 hours,,Broad band,5-10 hours,> 10 hours,,0- 4 hours,4-8 Hours,,Yes,< 1 hour,1-5 hours,,"Concentration breaks, Discomfort in face to face communication",Yes,"Educational, Video, Social media",Joint family,Yes,Yes,No,,,,,,,,,,,,,,,,,,,
4/14/2022 1:02:55,Male,15-30,College (H.S.C.),Unmarried,Rural area,Above 6 hours,Student,"Smartphone, PC","Cell phone, Smart phone, Others (Tablet, notebook etc.)",4-8 Hours,0- 4 hours,,Broad band,5-10 hours,5-10 hours,,Above 11 hours,Above 11 hours,,Yes,> 10 hours,> 10 hours,,"Depression, Headache, Eye side problem",Yes,"Educational, Messaging, Gaming, Shopping",Nuclear family,Yes,Yes,Yes,,,,,,,,,,,,,,,,,,,
4/14/2022 1:20:23,Male,15-30,Undergraduate University (B.Sc.),Unmarried,Urban area,Less than 6 hours,Student,"Smartphone, Laptop",Cell phone,0- 4 hours,4-8 Hours,,Mobile data,1-5 hours,1-5 hours,,4-8 Hours,4-8 Hours,,Yes,5-10 hours,5-10 hours,,Depression,Yes,"Educational, Messaging, Video, Social media, Shopping, News, Others",Nuclear family,No,No,No,,,,,,,,,,,,,,,,,,,
4/14/2022 4:43:16,Female,15-30,Undergraduate University (B.Sc.),Unmarried,Urban area,Above 6 hours,Student,Smartphone,Smart phone,4-8 Hours,8- 11 hours,,Mobile data,1-5 hours,1-5 hours,,0- 4 hours,4-8 Hours,,Yes,1-5 hours,5-10 hours,,Sleep disorder,Yes,Social media,Nuclear family,No,Yes,No,,,,,,,,,,,,,,,,,,,
4/14/2022 17:12:37,Male,15-30,Undergraduate University (B.Sc.),Unmarried,Urban area,Less than 6 hours,Student,"Smartphone, Laptop",Smart phone,0- 4 hours,0- 4 hours,,Mobile data,1-5 hours,1-5 hours,,0- 4 hours,0- 4 hours,,Yes,1-5 hours,1-5 hours,,,Yes,"Educational, Messaging, Social media, News",Joint family,No,Yes,No,,,,,,,,,,,,,,,,,,,
4/14/2022 23:33:39,Male,15-30,Undergraduate University (B.Sc.),Unmarried,Urban area,Less than 6 hours,Student,"Smartphone, Laptop",Smart phone,0- 4 hours,0- 4 hours,,Mobile data,1-5 hours,1-5 hours,,0- 4 hours,0- 4 hours,,Yes,< 1 hour,< 1 hour,,"Headache, Sleep disorder",Yes,"Educational, Messaging, Video, Gaming, Social media, Shopping, News, Official",Joint family,Yes,Yes,No,,,,,,,,,,,,,,,,,,,
4/16/2022 4:40:59,Male,15-30,Undergraduate University (B.Sc.),Unmarried,Urban area,Above 6 hours,Student,"Smartphone, Laptop",Smart phone,0- 4 hours,4-8 Hours,,Broad band,< 1 hour,1-5 hours,,0- 4 hours,0- 4 hours,,Yes,< 1 hour,1-5 hours,,"Anxiety, Headache, Sleep disorder, Decreased attention",Yes,"Educational, Video, Social media",Nuclear family,No,Yes,No,,,,,,,,,,,,,,,,,,,
4/17/2022 22:53:09,Male,15-30,Undergraduate University (B.Sc.),Unmarried,Urban area,Above 6 hours,Student,Smartphone,Smart phone,4-8 Hours,8- 11 hours,,Broad band,1-5 hours,1-5 hours,,4-8 Hours,8- 11 hours,,Yes,1-5 hours,5-10 hours,,"Insomnia, Headache, Discomfort in face to face communication, Hearing loss",Yes,"Educational, Gaming, Social media, News, Others",Nuclear family,Yes,Yes,No,,,,,,,,,,,,,,,,,,,
4/18/2022 1:28:48,Female,15-30,Undergraduate University (B.Sc.),Married,Rural area,Less than 6 hours,Student,"Smartphone, PC, Laptop","Cell phone, Smart phone",0- 4 hours,8- 11 hours,,Broad band,< 1 hour,5-10 hours,,0- 4 hours,8- 11 hours,,Yes,< 1 hour,5-10 hours,,"Depression, Concentration breaks, Headache, Sleep disorder, Discomfort in face to face communication, Hearing loss, Eye side problem",Yes,"Educational, Messaging, Gaming, Social media, Shopping, News",Nuclear family,Yes,Yes,No,,,,,,,,,,,,,,,,,,,
10/17/2025 20:10:01,Female,15-30,Undergraduate University (B.Sc.),Unmarried,Urban area,Above 6 hours,Student,"Smartphone, Laptop",Smart phone,0- 4 hours,8- 11 hours,,Broad band,1-5 hours,5-10 hours,,4-8 Hours,4-8 Hours,,Yes,1-5 hours,1-5 hours,,"Sleep disorder, Discomfort in face to face communication, Eye side problem",Yes,"Educational, Messaging, Gaming, Social media, Shopping, News",Nuclear family,Yes,No,No,,,,,,,,,,,,,,,,,,,
10/17/2025 20:15:28,Female,15-30,Graduate University (M.Sc.),Unmarried,Urban area,Less than 6 hours,"Student, Job candidate","Smartphone, Tab, Laptop",Smart phone,0- 4 hours,4-8 Hours,,Broad band,< 1 hour,5-10 hours,,0- 4 hours,4-8 Hours,,Yes,< 1 hour,1-5 hours,,"Anxiety, Insomnia, Depression, Concentration breaks, Headache",Yes,"Educational, Messaging, Video, Social media, Shopping",Joint family,No,No,No,,,,,,,,,,,,,,,,,,,
10/17/2025 20:19:32,Female,15-30,Undergraduate University (B.Sc.),Unmarried,Urban area,Above 6 hours,Student,"Smartphone, Laptop",Smart phone,0- 4 hours,4-8 Hours,,"Broad band, Mobile data",1-5 hours,1-5 hours,,0- 4 hours,0- 4 hours,,Yes,1-5 hours,1-5 hours,,Concentration breaks,Yes,"Educational, Messaging, Gaming, Social media, Shopping, News",Nuclear family,Yes,Yes,No,,,,,,,,,,,,,,,,,,,
10/17/2025 20:22:50,Female,15-30,Undergraduate University (B.Sc.),Unmarried,Urban area,Above 6 hours,Student,Smartphone,Smart phone,0- 4 hours,4-8 Hours,,Broad band,< 1 hour,5-10 hours,,0- 4 hours,0- 4 hours,,Yes,< 1 hour,< 1 hour,,"Concentration breaks, Headache, Eye side problem",Yes,"Educational, Social media, News",Nuclear family,Yes,Yes,No,,,,,,,,,,,,,,,,,,,
10/17/2025 21:13:52,Female,15-30,Undergraduate University (B.Sc.),Unmarried,Urban area,Above 6 hours,Student,Smartphone,Smart phone,0- 4 hours,4-8 Hours,,Broad band,1-5 hours,1-5 hours,,0- 4 hours,0- 4 hours,,Yes,1-5 hours,1-5 hours,,Eye side problem,Yes,"Educational, Social media, Shopping, News",Nuclear family,Yes,Yes,No,,,,,,,,,,,,,,,,,,,
10/17/2025 21:14:22,Female,15-30,Undergraduate University (B.Sc.),Unmarried,Urban area,Above 6 hours,Student,"Smartphone, Tab, PC, Laptop","Cell phone, Others (Tablet, notebook etc.)",0- 4 hours,4-8 Hours,,"Broad band, Mobile data",< 1 hour,1-5 hours,,0- 4 hours,0- 4 hours,,No,< 1 hour,1-5 hours,,"Anxiety, Insomnia, Depression, Headache, Shortness of Temper, Discomfort in face to face communication, Decreased attention, Eye side problem",Yes,"Educational, Messaging, Video, Social media, Shopping, News, Official, Others",Nuclear family,Yes,No,No,,,,,,,,,,,,,,,,,,,
10/17/2025 21:32:28,Female,15-30,College (H.S.C.),Unmarried,Urban area,Above 6 hours,Student,"Smartphone, Laptop",Smart phone,0- 4 hours,4-8 Hours,,Broad band,< 1 hour,1-5 hours,,0- 4 hours,4-8 Hours,,No,< 1 hour,1-5 hours,,"Concentration breaks, Decreased attention",Yes,"Educational, Others",Nuclear family,Yes,Yes,No,,,,,,,,,,,,,,,,,,,
10/17/2025 21:42:38,Male,15-30,Undergraduate University (B.Sc.),Unmarried,Urban area,Above 6 hours,Officer/Staff/Service holder,"Smartphone, PC",Smart phone,4-8 Hours,Above 11 hours,,Broad band,1-5 hours,> 10 hours,,4-8 Hours,Above 11 hours,,Yes,1-5 hours,> 10 hours,,"Insomnia, Concentration breaks, Shortness of Temper, Decreased attention, Hearing loss",Yes,"Educational, Video, Social media, Official",Nuclear family,Yes,Yes,No,,,,,,,,,,,,,,,,,,,
10/17/2025 21:45:16,Female,15-30,Graduate University (M.Sc.),Unmarried,Urban area,Above 6 hours,Education-related position,"Smartphone, Laptop","Smart phone, Others (Tablet, notebook etc.)",4-8 Hours,0- 4 hours,,Broad band,1-5 hours,5-10 hours,,0- 4 hours,4-8 Hours,,Yes,1-5 hours,1-5 hours,,"Headache, Sleep disorder",Yes,"Educational, News, Official",Nuclear family,No,Yes,No,,,,,,,,,,,,,,,,,,,
10/17/2025 21:57:35,Female,15-30,Graduate University (M.Sc.),Unmarried,Urban area,Less than 6 hours,Student,"Smartphone, Laptop",Smart phone,0- 4 hours,4-8 Hours,,"Broad band, Mobile data",1-5 hours,1-5 hours,,8- 11 hours,8- 11 hours,,Yes,5-10 hours,5-10 hours,,"Insomnia, Concentration breaks, Headache, Shortness of Temper, Decreased attention, Eye side problem",Yes,"Educational, Video, Social media, News",Nuclear family,Yes,No,No,,,,,,,,,,,,,,,,,,,
10/17/2025 22:04:56,Female,31-45,Graduate University (M.Sc.),Married,Urban area,Above 6 hours,"Student, Housewife",Smartphone,Cell phone,0- 4 hours,0- 4 hours,,Broad band,> 10 hours,> 10 hours,,8- 11 hours,Above 11 hours,,Yes,5-10 hours,> 10 hours,,"Headache, Discomfort in face to face communication",Yes,Educational,Nuclear family,No,Yes,No,,,,,,,,,,,,,,,,,,,
10/17/2025 22:14:09,Female,15-30,Graduate University (M.Sc.),Unmarried,Urban area,Above 6 hours,Student,"Smartphone, Laptop",Smart phone,0- 4 hours,4-8 Hours,,Broad band,1-5 hours,1-5 hours,,0- 4 hours,0- 4 hours,,No,1-5 hours,1-5 hours,,"Anxiety, Depression, Concentration breaks, Headache, Decreased attention, Others",Yes,"Educational, Messaging, Video, Social media, Shopping, News, Official",Nuclear family,Yes,Yes,No,,,,,,,,,,,,,,,,,,,
10/17/2025 22:26:04,Male,15-30,Undergraduate University (B.Sc.),Unmarried,Rural area,Above 6 hours,Student,"Smartphone, Tab, PC, Laptop","Cell phone, Smart phone, Others (Tablet, notebook etc.)",4-8 Hours,8- 11 hours,,"Broad band, Mobile data",5-10 hours,> 10 hours,,4-8 Hours,8- 11 hours,,Yes,1-5 hours,5-10 hours,,"Insomnia, Concentration breaks, Shortness of Temper, Sleep disorder, Hearing loss, Eye side problem",Yes,"Educational, Messaging, Social media, News, Official",Nuclear family,No,Yes,No,,,,,,,,,,,,,,,,,,,
10/18/2025 0:06:21,Male,31-45,Graduate University (M.Sc.),Married,Urban area,Above 6 hours,Education-related position,"Smartphone, Tab, PC, Laptop",Smart phone,0- 4 hours,0- 4 hours,,"Broad band, Mobile data",5-10 hours,5-10 hours,,8- 11 hours,8- 11 hours,,No,5-10 hours,> 10 hours,,Decreased attention,Yes,"Educational, Gaming, Social media, Shopping, Official",Joint family,Yes,Yes,No,,,,,,,,,,,,,,,,,,,
10/18/2025 0:07:29,Male,15-30,Undergraduate University (B.Sc.),Unmarried,Urban area,Less than 6 hours,"Student, Medical/Health jobs","Smartphone, Laptop",Smart phone,4-8 Hours,4-8 Hours,,"Broad band, Mobile data",1-5 hours,5-10 hours,,4-8 Hours,0- 4 hours,,No,< 1 hour,1-5 hours,,"Insomnia, Depression, Concentration breaks, Headache, Sleep disorder, Decreased attention",Yes,"Educational, Messaging, Video, Gaming, Official",Nuclear family,Yes,Yes,Yes,,,,,,,,,,,,,,,,,,,
10/18/2025 0:10:41,Female,15-30,Undergraduate University (B.Sc.),Unmarried,Urban area,Above 6 hours,Student,"Smartphone, Laptop",Smart phone,0- 4 hours,8- 11 hours,,"Broad band, Mobile data",1-5 hours,5-10 hours,,0- 4 hours,4-8 Hours,,Yes,< 1 hour,1-5 hours,,"Insomnia, Concentration breaks, Headache, Sleep disorder, Discomfort in face to face communication, Decreased attention, Hearing loss, Eye side problem",Yes,"Educational, Messaging, Social media, Shopping, News",Nuclear family,Yes,Yes,No,,,,,,,,,,,,,,,,,,,
10/18/2025 0:11:03,Female,15-30,Undergraduate University (B.Sc.),Unmarried,Urban area,Less than 6 hours,Student,"Smartphone, Tab, PC","Smart phone, Others (Tablet, notebook etc.)",4-8 Hours,8- 11 hours,,"Broad band, Mobile data",5-10 hours,> 10 hours,,4-8 Hours,8- 11 hours,,Yes,5-10 hours,> 10 hours,,"Anxiety, Insomnia, Depression, Concentration breaks, Headache, Shortness of Temper, Sleep disorder, Discomfort in face to face communication, Decreased attention, Hearing loss, Eye side problem",Yes,"Educational, Messaging, Video, Gaming, Social media, Shopping, News, Official",Nuclear family,Yes,No,No,,,,,,,,,,,,,,,,,,,
10/18/2025 0:13:52,Female,15-30,Undergraduate University (B.Sc.),Unmarried,Urban area,Above 6 hours,"Student, Self-employed","Smartphone, Tab, PC, Laptop",Smart phone,4-8 Hours,8- 11 hours,,"Broad band, Mobile data",5-10 hours,> 10 hours,,4-8 Hours,8- 11 hours,,Yes,1-5 hours,> 10 hours,,"Insomnia, Headache, Sleep disorder",Yes,"Educational, Messaging, Social media, News, Official",Joint family,Yes,Yes,No,,,,,,,,,,,,,,,,,,,
10/18/2025 0:18:43,Female,15-30,Undergraduate University (B.Sc.),Unmarried,Urban area,Above 6 hours,Student,"Smartphone, Laptop",Smart phone,8- 11 hours,0- 4 hours,,Broad band,1-5 hours,> 10 hours,,0- 4 hours,0- 4 hours,,No,1-5 hours,1-5 hours,,"Sleep disorder, Eye side problem",Yes,"Educational, Messaging, Social media, Shopping, News",Nuclear family,Yes,Yes,No,,,,,,,,,,,,,,,,,,,
10/18/2025 0:48:14,Female,15-30,Undergraduate University (B.Sc.),Unmarried,Urban area,Less than 6 hours,Student,"Smartphone, PC, Laptop","Cell phone, Smart phone",4-8 Hours,4-8 Hours,,Broad band,1-5 hours,1-5 hours,,0- 4 hours,4-8 Hours,,Yes,< 1 hour,1-5 hours,,"Anxiety, Insomnia, Depression, Concentration breaks, Headache, Sleep disorder, Decreased attention, Hearing loss",Yes,"Educational, Messaging, Social media, Shopping, News",Joint family,Yes,Yes,No,,,,,,,,,,,,,,,,,,,
10/18/2025 0:52:07,Male,15-30,Undergraduate University (B.Sc.),Unmarried,Urban area,Above 6 hours,"Student, Education-related position","Smartphone, PC",Smart phone,0- 4 hours,4-8 Hours,,"Broad band, Mobile data",1-5 hours,> 10 hours,,4-8 Hours,Above 11 hours,,Yes,1-5 hours,> 10 hours,,Insomnia,Yes,"Educational, Messaging, Video, Gaming, Social media, News",Nuclear family,Yes,Yes,Yes,,,,,,,,,,,,,,,,,,,
10/18/2025 4:38:08,Female,15-30,Graduate University (M.Sc.),Unmarried,Urban area,Above 6 hours,"Student, Others","Smartphone, Laptop",Smart phone,0- 4 hours,0- 4 hours,,Broad band,1-5 hours,5-10 hours,,0- 4 hours,0- 4 hours,,Yes,1-5 hours,5-10 hours,,"Concentration breaks, Decreased attention, Eye side problem",Yes,"Educational, Messaging, Video, Gaming, Social media, Shopping, News, Official",Nuclear family,Yes,No,No,,,,,,,,,,,,,,,,,,,
10/18/2025 10:51:15,Female,15-30,Graduate University (M.Sc.),Unmarried,Urban area,Above 6 hours,Student,"Smartphone, Laptop",Smart phone,4-8 Hours,8- 11 hours,,"Broad band, Mobile data",1-5 hours,5-10 hours,,0- 4 hours,4-8 Hours,,Yes,1-5 hours,5-10 hours,,"Headache, Sleep disorder, Eye side problem",Yes,"Educational, Messaging, Video, Social media, Shopping, News",Joint family,Yes,Yes,No,,,,,,,,,,,,,,,,,,,
10/18/2025 15:05:14,Male,15-30,Undergraduate University (B.Sc.),Unmarried,Urban area,Less than 6 hours,Student,"Smartphone, PC, Laptop",Smart phone,4-8 Hours,4-8 Hours,,Broad band,1-5 hours,5-10 hours,,0- 4 hours,4-8 Hours,,Yes,< 1 hour,5-10 hours,,"Anxiety, Depression, Concentration breaks, Headache, Shortness of Temper, Sleep disorder, Discomfort in face to face communication, Decreased attention, Eye side problem",Yes,"Educational, Messaging, Video, Gaming, Social media, Shopping, News",Nuclear family,Yes,Yes,No,,,,,,,,,,,,,,,,,,,
10/18/2025 18:23:16,Female,15-30,College (H.S.C.),Unmarried,Urban area,Above 6 hours,Student,"Smartphone, Laptop",Smart phone,0- 4 hours,4-8 Hours,,Broad band,1-5 hours,5-10 hours,,0- 4 hours,4-8 Hours,,Yes,< 1 hour,5-10 hours,,"Anxiety, Concentration breaks, Decreased attention",Yes,"Educational, Messaging, Video, Social media",Nuclear family,Yes,Yes,No,,,,,,,,,,,,,,,,,,,
10/18/2025 19:07:42,Male,15-30,Undergraduate University (B.Sc.),Unmarried,Urban area,Above 6 hours,Student,"Smartphone, PC",Smart phone,0- 4 hours,0- 4 hours,,Broad band,5-10 hours,5-10 hours,,4-8 Hours,4-8 Hours,,No,5-10 hours,5-10 hours,,"Anxiety, Insomnia, Decreased attention, Eye side problem",Yes,"Educational, Video, Gaming, Social media, News, Others",Nuclear family,Yes,No,No,,,,,,,,,,,,,,,,,,,
10/18/2025 22:52:04,Female,15-30,Undergraduate University (B.Sc.),Unmarried,Rural area,Less than 6 hours,Student,"Smartphone, Tab, PC, Laptop","Cell phone, Smart phone, Others (Tablet, notebook etc.)",0- 4 hours,8- 11 hours,4-8 Hours,"Broad band, Mobile data",< 1 hour,5-10 hours,5-10 hours,0- 4 hours,4-8 Hours,Above 11 hours,Yes,< 1 hour,5-10 hours,5-10 hours,"Insomnia, Concentration breaks, Headache, Shortness of Temper, Decreased attention, Eye side problem",Yes,"Educational, Messaging, Video, Gaming, Social media, News",Nuclear family,Yes,Yes,No,,,,,,,,,,,,,,,,,,,
10/18/2025 22:55:49,Male,15-30,College (H.S.C.),Unmarried,Urban area,Above 6 hours,"Student, Self-employed","Smartphone, PC",Smart phone,0- 4 hours,4-8 Hours,0- 4 hours,"Broad band, Mobile data",1-5 hours,5-10 hours,1-5 hours,0- 4 hours,0- 4 hours,0- 4 hours,No,< 1 hour,< 1 hour,< 1 hour,"Depression, Concentration breaks, Sleep disorder, Decreased attention",Yes,"Shopping, Others",Nuclear family,Yes,No,Yes,,,,,,,,,,,,,,,,,,,
10/18/2025 23:18:23,Male,15-30,Undergraduate University (B.Sc.),Unmarried,Urban area,Above 6 hours,Student,"Smartphone, Laptop",Smart phone,0- 4 hours,4-8 Hours,4-8 Hours,"Broad band, Mobile data",5-10 hours,5-10 hours,5-10 hours,0- 4 hours,4-8 Hours,4-8 Hours,No,1-5 hours,5-10 hours,5-10 hours,"Depression, Headache, Shortness of Temper, Eye side problem",Yes,"Educational, Messaging, Social media, Official",Joint family,No,No,No,,,,,,,,,,,,,,,,,,,
10/19/2025 13:33:34,Male,15-30,Undergraduate University (B.Sc.),Unmarried,Urban area,Above 6 hours,Student,"Smartphone, Laptop",Smart phone,4-8 Hours,0- 4 hours,0- 4 hours,"Broad band, Mobile data",< 1 hour,1-5 hours,1-5 hours,0- 4 hours,4-8 Hours,4-8 Hours,Yes,< 1 hour,1-5 hours,1-5 hours,"Anxiety, Insomnia, Depression, Concentration breaks, Shortness of Temper, Sleep disorder, Discomfort in face to face communication, Decreased attention, Eye side problem",Yes,"Educational, Messaging, Video, Social media, Shopping, News, Official",Nuclear family,Yes,Yes,No,,,,,,,,,,,,,,,,,,,
10/19/2025 21:35:09,Female,15-30,College (H.S.C.),Unmarried,Rural area,Above 6 hours,Student,"Smartphone, Laptop",Smart phone,0- 4 hours,4-8 Hours,4-8 Hours,Broad band,< 1 hour,1-5 hours,1-5 hours,0- 4 hours,0- 4 hours,0- 4 hours,Yes,< 1 hour,< 1 hour,1-5 hours,"Headache, Sleep disorder",Yes,"Educational, Social media, News",Nuclear family,Yes,Yes,No,,,,,,,,,,,,,,,,,,,No
10/20/2025 5:38:22,Male,15-30,Graduate University (M.Sc.),Unmarried,Urban area,Above 6 hours,Student,"Smartphone, Laptop",Smart phone,0- 4 hours,0- 4 hours,0- 4 hours,"Broad band, Mobile data",1-5 hours,1-5 hours,1-5 hours,Above 11 hours,Above 11 hours,Above 11 hours,Yes,> 10 hours,> 10 hours,> 10 hours,Eye side problem,Yes,"Educational, Messaging, Video, Gaming, Social media, Shopping, News",Nuclear family,No,Yes,No,,,,,,,,,,,,,,,,,,,
10/20/2025 20:38:05,Female,15-30,Undergraduate University (B.Sc.),Unmarried,Urban area,Less than 6 hours,"Education-related position, Medical/Health jobs, Job candidate, Others",Smartphone,Smart phone,0- 4 hours,Above 11 hours,8- 11 hours,Broad band,< 1 hour,> 10 hours,5-10 hours,0- 4 hours,4-8 Hours,8- 11 hours,No,< 1 hour,< 1 hour,< 1 hour,"Anxiety, Depression, Concentration breaks, Sleep disorder, Discomfort in face to face communication, Decreased attention, Others",Yes,"Educational, Messaging, Video, Gaming, Social media, Shopping, News, Official, Others",Nuclear family,Yes,Yes,No,,,,,,,,,,,,,,,,,,,
10/22/2025 13:51:10,Female,15-30,Undergraduate University (B.Sc.),Unmarried,Urban area,Above 6 hours,Student,"Smartphone, Laptop",Smart phone,0- 4 hours,4-8 Hours,4-8 Hours,Broad band,1-5 hours,5-10 hours,> 10 hours,0- 4 hours,8- 11 hours,8- 11 hours,Yes,1-5 hours,5-10 hours,5-10 hours,"Anxiety, Insomnia, Depression, Sleep disorder",Yes,"Educational, Messaging, Social media, News, Official",Nuclear family,Yes,Yes,No,,,,,,,,,,,,,,,,,,,
10/22/2025 14:05:41,Female,15-30,Undergraduate University (B.Sc.),Unmarried,Urban area,Above 6 hours,Student,"Smartphone, Laptop",Smart phone,0- 4 hours,4-8 Hours,8- 11 hours,Broad band,< 1 hour,1-5 hours,1-5 hours,0- 4 hours,0- 4 hours,0- 4 hours,Yes,< 1 hour,< 1 hour,1-5 hours,"Anxiety, Concentration breaks, Headache, Shortness of Temper",Yes,"Educational, Messaging, Video, Social media, Shopping, News",Nuclear family,Yes,Yes,No,,,,,,,,,,,,,,,,,,,
10/22/2025 14:07:33,Female,15-30,Undergraduate University (B.Sc.),Unmarried,Urban area,Less than 6 hours,Student,"Smartphone, Tab, Laptop",Smart phone,0- 4 hours,0- 4 hours,4-8 Hours,"Broad band, Mobile data",< 1 hour,> 10 hours,5-10 hours,0- 4 hours,Above 11 hours,0- 4 hours,Yes,< 1 hour,> 10 hours,1-5 hours,"Concentration breaks, Sleep disorder, Decreased attention",Yes,"Educational, Messaging, Gaming, Social media",Nuclear family,Yes,Yes,No,,,,,,,,,,,,,,,,,,,
10/22/2025 17:15:21,Female,15-30,Undergraduate University (B.Sc.),Unmarried,Urban area,Above 6 hours,Student,"Smartphone, Tab, PC, Laptop","Smart phone, Others (Tablet, notebook etc.)",0- 4 hours,0- 4 hours,0- 4 hours,"Broad band, Mobile data",< 1 hour,> 10 hours,5-10 hours,0- 4 hours,Above 11 hours,Above 11 hours,Yes,< 1 hour,> 10 hours,> 10 hours,"Concentration breaks, Shortness of Temper, Sleep disorder, Decreased attention",Yes,"Educational, Messaging, Video, Social media, Shopping, News, Official",Joint family,Yes,Yes,No,,,,,,,,,,,,,,,,,,,Problem in time management
10/22/2025 18:06:52,Female,15-30,Undergraduate University (B.Sc.),Unmarried,Urban area,Less than 6 hours,"Student, Self-employed","Smartphone, Laptop","Cell phone, Smart phone",0- 4 hours,4-8 Hours,4-8 Hours,"Broad band, Mobile data",1-5 hours,5-10 hours,5-10 hours,0- 4 hours,4-8 Hours,8- 11 hours,Yes,1-5 hours,5-10 hours,5-10 hours,"Insomnia, Concentration breaks, Discomfort in face to face communication, Decreased attention",Yes,"Educational, Social media, Shopping, Official",Nuclear family,Yes,No,No,,,,,,,,,,,,,,,,,,,
10/22/2025 18:28:00,Male,15-30,Undergraduate University (B.Sc.),Unmarried,Urban area,Above 6 hours,Student,Smartphone,Smart phone,0- 4 hours,4-8 Hours,4-8 Hours,"Broad band, Mobile data",1-5 hours,1-5 hours,1-5 hours,0- 4 hours,0- 4 hours,0- 4 hours,No,< 1 hour,< 1 hour,< 1 hour,"Anxiety, Depression, Shortness of Temper",Yes,"Educational, Messaging, Social media",Nuclear family,No,Yes,No,,,,,,,,,,,,,,,,,,,Be mentally strong 
10/22/2025 20:26:06,Male,15-30,College (H.S.C.),Unmarried,Urban area,Less than 6 hours,Student,Smartphone,Smart phone,0- 4 hours,8- 11 hours,8- 11 hours,Broad band,1-5 hours,5-10 hours,5-10 hours,0- 4 hours,0- 4 hours,0- 4 hours,No,< 1 hour,< 1 hour,< 1 hour,"Concentration breaks, Sleep disorder, Decreased attention",Yes,"Educational, Messaging, Gaming, Social media",Nuclear family,Yes,Yes,No,,,,,,,,,,,,,,,,,,,"It feels like time is going fast since 2020. And it has become difficult to differentiate the incident's year since then. I jumble up in my memory of something happening in the years 2020 to 2025, as in I can't tell which year what happened. "
11/1/2025 14:22:12,Male,15-30,Undergraduate University (B.Sc.),Unmarried,Urban area,Above 6 hours,Student,"Smartphone, Laptop",Smart phone,4-8 Hours,8- 11 hours,8- 11 hours,"Broad band, Mobile data",5-10 hours,> 10 hours,> 10 hours,4-8 Hours,4-8 Hours,4-8 Hours,No,5-10 hours,1-5 hours,> 10 hours,"Anxiety, Insomnia, Concentration breaks, Decreased attention",Yes,"Educational, Video, Social media",Nuclear family,No,Yes,No,,,,,,,,,,,,,,,,,,,
